figure_id	panel_id	source_id	record_id	system	variant	dataset	workload	scope	x_name	x_value	x_unit	metric	value	unit	aggregation	protocol_id	correctness_status	plot_eligibility	verdict	value_provenance	protocol_provenance	caveat
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-semantic:core9:query_ops_per_repeat	SemL0	semantic	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				query_ops_per_repeat	9000	operations	protocol_count	w6_sf10_core_typed	PASS (9,000)	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix row=semantic column=ops/repeat	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-semantic:core9:avg_latency_us	SemL0	semantic	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				avg_latency_us	509.1	us_per_operation	mean_across_same_store_repeats	w6_sf10_core_typed	PASS (9,000)	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix row=semantic column=avg us mean+/-std	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-semantic:core9:p50_us_edge_mean	SemL0	semantic	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				p50_us_edge_mean	702	us	mean_of_per_edge_type_percentiles	w6_sf10_core_typed	PASS (9,000)	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix row=semantic column=p50/p90/p99 edge-mean us	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-semantic:core9:p90_us_edge_mean	SemL0	semantic	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				p90_us_edge_mean	744	us	mean_of_per_edge_type_percentiles	w6_sf10_core_typed	PASS (9,000)	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix row=semantic column=p50/p90/p99 edge-mean us	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-semantic:core9:p99_us_edge_mean	SemL0	semantic	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				p99_us_edge_mean	1170	us	mean_of_per_edge_type_percentiles	w6_sf10_core_typed	PASS (9,000)	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix row=semantic column=p50/p90/p99 edge-mean us	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-semantic:core9:load_import_s	SemL0	semantic	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				load_import_s	204.2	seconds	single_import_wall_clock	w6_sf10_core_typed	PASS (9,000)	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709/semantic-import.stderr#/usr/bin/time Elapsed raw=3:24.20	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-semantic:core9:peak_import_rss_kb	SemL0	semantic	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				peak_import_rss_kb	8783744	kbytes_time_v	single_import	w6_sf10_core_typed	PASS (9,000)	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709/semantic-import.stderr#/usr/bin/time Maximum resident set size	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-semantic:core9:disk_total_bytes	SemL0	semantic	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				disk_total_bytes	15716350769	bytes	du_-sb_after_import	w6_sf10_core_typed	PASS (9,000)	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709/manifest.tsv row=semantic/import column=store_size_bytes	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-naive:core9:query_ops_per_repeat	SemL0	naive	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				query_ops_per_repeat	9000	operations	protocol_count	w6_sf10_core_typed	ANCHOR	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix row=naive column=ops/repeat	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-naive:core9:avg_latency_us	SemL0	naive	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				avg_latency_us	4177.3	us_per_operation	mean_across_same_store_repeats	w6_sf10_core_typed	ANCHOR	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix row=naive column=avg us mean+/-std	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-naive:core9:p50_us_edge_mean	SemL0	naive	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				p50_us_edge_mean	5713	us	mean_of_per_edge_type_percentiles	w6_sf10_core_typed	ANCHOR	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix row=naive column=p50/p90/p99 edge-mean us	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-naive:core9:p90_us_edge_mean	SemL0	naive	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				p90_us_edge_mean	7426	us	mean_of_per_edge_type_percentiles	w6_sf10_core_typed	ANCHOR	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix row=naive column=p50/p90/p99 edge-mean us	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-naive:core9:p99_us_edge_mean	SemL0	naive	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				p99_us_edge_mean	7833	us	mean_of_per_edge_type_percentiles	w6_sf10_core_typed	ANCHOR	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix row=naive column=p50/p90/p99 edge-mean us	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-naive:core9:load_import_s	SemL0	naive	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				load_import_s	193.52	seconds	single_import_wall_clock	w6_sf10_core_typed	ANCHOR	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709/naive-import.stderr#/usr/bin/time Elapsed raw=3:13.52	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-naive:core9:peak_import_rss_kb	SemL0	naive	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				peak_import_rss_kb	2330236	kbytes_time_v	single_import	w6_sf10_core_typed	ANCHOR	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709/naive-import.stderr#/usr/bin/time Maximum resident set size	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-naive:core9:disk_total_bytes	SemL0	naive	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				disk_total_bytes	14399256549	bytes	du_-sb_after_import	w6_sf10_core_typed	ANCHOR	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709/manifest.tsv row=naive/import column=store_size_bytes	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-kv-lsm:core9:query_ops_per_repeat	SemL0	kv-lsm	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				query_ops_per_repeat	9000	operations	protocol_count	w6_sf10_core_typed	PASS (9,000)	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix row=kv-lsm column=ops/repeat	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
fig1-end-to-end	sf10-scope-limited	w6_sf10_fig1	SemL0-kv-lsm:core9:avg_latency_us	SemL0	kv-lsm	SF10	outgoing_typed_neighbor	9 core edge types; 1000 samples/type; 9000 ops/repeat; 3 same-store repeats				avg_latency_us	4111.1	us_per_operation	mean_across_same_store_repeats	w6_sf10_core_typed	PASS (9,000)	CONTEXT_ONLY_NOT_MATCHED	RERUN	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix row=kv-lsm column=avg us mean+/-std	cidr-experiments/data/source-cache/w6-sf10-priority-20260709-summary.md#Aggregate Matrix; lsmgraph-rs/baseline/run_w6_sf100_matrix_20260613.sh#bench_variant	Not directly comparable with external rows: SemL0 uses 9 core types and 9000 ops/repeat; external protocols use different type sets, operation counts, APIs, and timing boundaries.
